Gene.Symbol,GenBank,UniProt,Name,Transcription.down,Transcription.up,translation.down,translation.up
POMGNT1,NM_001243766,Q8WZA1,PMGT1_HUMAN,,,,TRUE
POMZP3,NM_012230,Q6PJE2,POZP3_HUMAN,,,TRUE,
PON2,NM_000305,Q15165,PON2_HUMAN,,,,TRUE
POP5,NM_015918,Q969H6,POP5_HUMAN,,,TRUE,
POR,NM_000941,P16435,NCPR_HUMAN,,,,TRUE
PPAP2A,NM_176895,O14494-2,PLPP1_HUMAN,,,,TRUE
PPAP2B,NM_003713,O14495,PLPP3_HUMAN,,,,TRUE
PPAP2C,NM_003712,O43688,PLPP2_HUMAN,,,,TRUE
PPFIBP1,NM_003622,Q86W92,LIPB1_HUMAN,,TRUE,,TRUE
PPIB,NM_000942,P23284,PPIB_HUMAN,,,,TRUE
PPIC,NM_000943,P45877,PPIC_HUMAN,,,,TRUE
PPIG,NM_004792,Q13427,PPIG_HUMAN,,,,TRUE
PPL,NM_002705,O60437,PEPL_HUMAN,,,,TRUE
PPP1CA,NM_206873,P62136-3,PP1A_HUMAN,,,TRUE,
PPP1R10,NM_018091,Q96QC0,PP1RA_HUMAN,TRUE,,,
PPP1R12A,NM_002480,O14974,MYPT1_HUMAN,,,,TRUE
PPP1R15A,NM_014330,O75807,PR15A_HUMAN,,TRUE,,TRUE
PPP1R16A,NM_032902,Q96I34,PP16A_HUMAN,,,TRUE,
PPP1R2,NM_006241,P41236,IPP2_HUMAN,,,TRUE,
PPT1,NM_000310,P50897,PPT1_HUMAN,,,,TRUE
PRCP,NM_005040,P42785,PCP_HUMAN,,,,TRUE
PRDM10,NM_020228,Q9NQV6-7,PRD10_HUMAN,,,,TRUE
PRDX4,NM_006406,Q13162,PRDX4_HUMAN,,,,TRUE
PRKAA1,NM_006251,Q13131,AAPK1_HUMAN,,,,TRUE
PRKAR2B,NM_002736,P31323,KAP3_HUMAN,,,TRUE,
PRKCSH,NM_018653,P14314,GLU2B_HUMAN,,,,TRUE
PRKDC,NM_018690,P78527,PRKDC_HUMAN,,,,TRUE
PRKRIP1,NM_024653,Q9H875,PKRI1_HUMAN,,TRUE,,
PRKX,NM_005044,P51817,PRKX_HUMAN,,,TRUE,
PRKY,NM_005044,O43930,PRKY_HUMAN,,,TRUE,
PRMT6,NM_018137,Q96LA8,ANM6_HUMAN,,,TRUE,
PRNP,NM_004158,P04156,PRIO_HUMAN,,,,TRUE
PROCR,NM_006404,Q9UNN8,EPCR_HUMAN,,,,TRUE
PROM1,NM_006018,O43490,PROM1_HUMAN,,,,TRUE
PROS1,NM_000313,P07225,PROS_HUMAN,,,,TRUE
PRPF40A,NM_017892,O75400-2,PR40A_HUMAN,,,,TRUE
PRPF4B,NM_003913,Q13523,PRP4B_HUMAN,TRUE,,,TRUE
PRPF8,NM_006445,Q6P2Q9,PRP8_HUMAN,,,,TRUE
PRPSAP1,NM_002766,Q14558-2,KPRA_HUMAN,,,TRUE,
PRRC1,NM_130809,Q96M27,PRRC1_HUMAN,,,,TRUE
PSAP,NM_002778,P07602,SAP_HUMAN,,,,TRUE
PSEN1,NM_000021,P49768,PSN1_HUMAN,,,,TRUE
PSMB9,NM_002800,P28065,PSB9_HUMAN,,,TRUE,
PSMD1,NM_002808,Q99460,PSMD1_HUMAN,,,,TRUE
PSMG1,NM_203433,O95456-2,PSMG1_HUMAN,TRUE,,,
PTDSS1,NM_014754,P48651,PTSS1_HUMAN,,,,TRUE
PTGER4,NM_000958,P35408,PE2R4_HUMAN,,TRUE,,TRUE
PTGES,NM_004878,O14684,PTGES_HUMAN,,,,TRUE
PTGFRN,NM_020440,Q9P2B2,FPRP_HUMAN,,,,TRUE
PTK2,NM_153831,Q05397,FAK1_HUMAN,,TRUE,,
PTMS,NM_002824,P20962,PTMS_HUMAN,,,TRUE,
PTPLAD1,NM_016395,Q9P035,HACD3_HUMAN,,,,TRUE
PTPLB,NM_198402,Q6Y1H2,HACD2_HUMAN,,,,TRUE
PTPRA,NM_002836,P18433-3,PTPRA_HUMAN,,,,TRUE
PTPRF,NM_002840,P10586,PTPRF_HUMAN,,,,TRUE
PTPRG,NM_002841,P23470,PTPRG_HUMAN,,,,TRUE
PTPRK,NM_001135648,Q15262-3,PTPRK_HUMAN,,,,TRUE
PTPRO,NM_002848,Q16827-2,PTPRO_HUMAN,,,,TRUE
PTPRS,NM_002850,Q13332,PTPRS_HUMAN,,,,TRUE
PTRH1,NM_001002913,Q86Y79,PTH_HUMAN,,,TRUE,
PTS,NM_000317,Q03393,PTPS_HUMAN,,,TRUE,
PTTG1IP,NM_004339,P53801,PTTG_HUMAN,,,,TRUE
PURA,NM_005859,Q00577,PURA_HUMAN,,,TRUE,
PURB,NM_033224,Q96QR8,PURB_HUMAN,TRUE,,,
PVRL3,NM_015480,Q9NQS3,NECT3_HUMAN,,,,TRUE
PWWP2B,NM_001098637,Q6NUJ5-2,PWP2B_HUMAN,,,TRUE,
PXDN,NM_012293,Q92626,PXDN_HUMAN,,,,TRUE
PYGB,NM_002862,P11216,PYGB_HUMAN,,,,TRUE
RAB11A,NM_003821,P62491,RB11A_HUMAN,,,TRUE,
RAB20,NM_017817,Q9NX57,RAB20_HUMAN,,TRUE,,
RAB23,NM_016277,Q9ULC3,RAB23_HUMAN,,,TRUE,
RAB26,NM_014353,Q9ULW5,RAB26_HUMAN,,,TRUE,
RAB28,NM_004249,P51157-2,RAB28_HUMAN,,,TRUE,
RAB3GAP1,NM_001172435,Q15042-3,RB3GP_HUMAN,,,,TRUE
RAB3GAP2,NM_012414,Q9H2M9,RBGPR_HUMAN,,,,TRUE
RAB5C,NM_201434,P51148,RAB5C_HUMAN,,,TRUE,
RABIF,NM_002871,P47224,MSS4_HUMAN,,,TRUE,
RABL2A,NM_007081,Q9UBK7,RBL2A_HUMAN,,,TRUE,
RABL2B,NM_007081,Q9UNT1,RBL2B_HUMAN,,,TRUE,
RABL4,NM_006860,Q9BW83-2,IFT27_HUMAN,,,TRUE,
RAD17,NM_002873,O75943-2,RAD17_HUMAN,,,TRUE,
RAD23B,NM_002874,P54727,RD23B_HUMAN,,TRUE,,
RAD50,NM_005732,Q92878,RAD50_HUMAN,,,,TRUE
RALA,NM_005402,P11233,RALA_HUMAN,,,TRUE,
RANBP2,NM_006267,P49792,RBP2_HUMAN,,,,TRUE
RANBP2,NM_182588,P49792,RBP2_HUMAN,,TRUE,,
RAPGEF6,NM_016340,Q8TEU7,RPGF6_HUMAN,,,,TRUE
RASGEF1A,NM_145313,Q8N9B8,RGF1A_HUMAN,,,TRUE,
RBM12B,NM_203390,Q8IXT5,RB12B_HUMAN,TRUE,,,
RBM14,NM_006328,Q96PK6,RBM14_HUMAN,TRUE,,,
RBM16,NM_014892,Q9UPN6,SCAF8_HUMAN,,,,TRUE
RBM17,NM_001145547,Q96I25,SPF45_HUMAN,,,TRUE,
RBM25,NM_021239,P49756,RBM25_HUMAN,,,,TRUE
RBM26,NM_022118,Q5T8P6-3,RBM26_HUMAN,,,,TRUE
RBM33,NM_053043,Q96EV2,RBM33_HUMAN,,TRUE,,
RBM8A,NM_005105,Q9Y5S9,RBM8A_HUMAN,,TRUE,,
RBMS1,NM_002897,P29558-2,RBMS1_HUMAN,TRUE,,,
RBP1,NM_002899,P09455,RET1_HUMAN,,,TRUE,
RBPJ,NM_005349,Q06330,SUH_HUMAN,,TRUE,,
RCCD1,NM_004710,A6NED2,RCCD1_HUMAN,,,TRUE,
RCN1,NM_002901,Q15293,RCN1_HUMAN,,,,TRUE
RCN2,NM_020061,Q14257,RCN2_HUMAN,,,,TRUE
RDH11,NM_002592,Q8TC12,RDH11_HUMAN,,,,TRUE
RDX,NM_002907,P35241,RADI_HUMAN,,,,TRUE
RECQL,NM_002907,P46063,RECQ1_HUMAN,,,,TRUE
REEP4,NM_025232,Q9H6H4,REEP4_HUMAN,,,,TRUE
REEP5,NM_005669,Q00765,REEP5_HUMAN,,,,TRUE
RELL1,NM_001085399,Q8IUW5,RELL1_HUMAN,,,,TRUE
RETSAT,NM_017750,Q6NUM9,RETST_HUMAN,,,,TRUE
RFT1,NM_052859,Q96AA3,RFT1_HUMAN,,,,TRUE
RFXANK,NM_003721,O14593,RFXK_HUMAN,,,TRUE,
RFXAP,NM_000538,O00287,RFXAP_HUMAN,,,TRUE,
RG9MTD2,NM_152292,Q8TBZ6,TM10A_HUMAN,,,TRUE,
RGPD5,NM_005054,Q99666,RGPD5_HUMAN,,,,TRUE
RHBDD2,NM_020685,Q6NTF9,RHBD2_HUMAN,,,,TRUE
RHEB,NM_005614,Q15382,RHEB_HUMAN,,,TRUE,
RHOB,NM_004040,P62745,RHOB_HUMAN,TRUE,,,
RHOU,NM_021205,Q7L0Q8,RHOU_HUMAN,TRUE,,TRUE,
RIF1,NM_018151,Q5UIP0,RIF1_HUMAN,,,,TRUE
RIMKLA,NM_173642,Q8IXN7,RIMKA_HUMAN,,TRUE,,
RIMS3,NM_014747,Q9UJD0,RIMS3_HUMAN,TRUE,,,
RIOK3,NM_003831,O14730,RIOK3_HUMAN,,TRUE,,
RLF,NM_012421,Q13129,RLF_HUMAN,,,,TRUE
RLIM,NM_016120,Q9NVW2,RNF12_HUMAN,,TRUE,,TRUE
RMND5B,NM_022762,Q96G75,RMD5B_HUMAN,,,TRUE,
RNASE4,NM_002937,P34096,RNAS4_HUMAN,,TRUE,,TRUE
RNASEH2C,NM_032193,Q8TDP1,RNH2C_HUMAN,,,TRUE,
RNASET2,NM_003730,O00584,RNT2_HUMAN,,,,TRUE
RNF128,NM_024540,Q8TEB7,RN128_HUMAN,,,,TRUE
RNF13,NM_007282,O43567,RNF13_HUMAN,,,,TRUE
RNF130,NM_018434,Q86XS8,GOLI_HUMAN,,,,TRUE
RNF135,NM_197939,Q8IUD6-2,RN135_HUMAN,,,TRUE,
RNF139,NM_007218,Q8WU17,RN139_HUMAN,,,,TRUE
RNF145,NM_144726,Q96MT1-2,RN145_HUMAN,TRUE,,,
RNF149,NM_173647,Q8NC42,RN149_HUMAN,,,,TRUE
RNF166,NM_178841,Q96A37,RN166_HUMAN,,,TRUE,
RNF20,NM_019592,Q5VTR2,BRE1A_HUMAN,,,,TRUE
RNGTT,NM_003800,O60942,MCE1_HUMAN,,,,TRUE
RNMT,NM_003799,O43148,MCES_HUMAN,,TRUE,,TRUE
ROBLD3,NM_014018,Q9Y2Q5,LTOR2_HUMAN,,,TRUE,
ROGDI,NM_024590,Q9GZN7,ROGDI_HUMAN,,,TRUE,
RPA3,NM_002947,P35244,RFA3_HUMAN,,,TRUE,
RPGRIP1L,NM_015274,Q68CZ1,FTM_HUMAN,,,,TRUE
RPN1,NM_002950,P04843,RPN1_HUMAN,,,,TRUE
RPN2,NM_002952,P04844,RPN2_HUMAN,,,,TRUE
RPP25,NM_017793,Q9BUL9,RPP25_HUMAN,,,TRUE,
RPS6KA4,NM_033127,O75676,KS6A4_HUMAN,,,TRUE,
RPS6KC1,NM_001136138,Q96S38-2,KS6C1_HUMAN,,,TRUE,
RPUSD3,NM_207351,Q6P087,RUSD3_HUMAN,,,TRUE,
RQCD1,NM_001128225,Q92600,RCD1_HUMAN,,,TRUE,
RRAS2,NM_012250,P62070,RRAS2_HUMAN,,,TRUE,
RRM1,NM_001033,P23921,RIR1_HUMAN,,,,TRUE
RSAD1,NM_018346,Q9HA92,RSAD1_HUMAN,,,TRUE,
RSC1A1,NM_006511,Q92681,RSCA1_HUMAN,TRUE,,,
RSF1,NM_016578,Q96T23,RSF1_HUMAN,,,,TRUE
RTN3,NM_201428,O95197-2,RTN3_HUMAN,,,,TRUE
RTN4,NM_007008,Q9NQC3-3,RTN4_HUMAN,,,,TRUE
RTTN,NM_173630,Q86VV8,RTTN_HUMAN,,,,TRUE
RUNDC3B,NM_152701,Q96NL0,RUN3B_HUMAN,,TRUE,,
RWDD2B,NM_016940,P57060,RWD2B_HUMAN,,,TRUE,
RWDD4A,NM_152682,Q6NW29,RWDD4_HUMAN,,,TRUE,
S100A13,NM_005979,Q99584,S10AD_HUMAN,,,TRUE,
SAC3D1,NM_013299,A6NKF1,SAC31_HUMAN,,,TRUE,
SAP18,NM_005870,O00422,SAP18_HUMAN,,,TRUE,
SAP30,NM_003864,O75446,SAP30_HUMAN,,TRUE,,
SAP30L,NM_024632,Q9HAJ7,SP30L_HUMAN,,,TRUE,
SC5DL,NM_001024956,O75845,SC5D_HUMAN,,,,TRUE
SCAMP1,NM_004866,O15126,SCAM1_HUMAN,,,,TRUE
SCARB1,NM_006814,Q8WTV0,SCRB1_HUMAN,,,,TRUE
SCARB2,NM_001204255,Q14108-2,SCRB2_HUMAN,,,,TRUE
SCD,NM_005063,O00767,ACOD_HUMAN,,,,TRUE
SCD5,NM_001037582,Q86SK9,SCD5_HUMAN,,,,TRUE
SCG2,NM_003469,P13521,SCG2_HUMAN,,,,TRUE
SCNN1A,NM_001038,P37088,SCNNA_HUMAN,,,,TRUE
SCO2,NM_005138,O43819,SCO2_HUMAN,,,TRUE,
SCPEP1,NM_021626,Q9HB40,RISC_HUMAN,,,,TRUE
SDC4,NM_002999,P31431,SDC4_HUMAN,,,,TRUE
SDCCAG1,NM_004713,O60524,NEMF_HUMAN,,,,TRUE
SDF4,NM_016176,Q9BRK5,CAB45_HUMAN,,,,TRUE
SDSL,NM_138432,Q96GA7,SDSL_HUMAN,,,TRUE,
SEC11A,NM_014301,P67812,SC11A_HUMAN,,,,TRUE
SEC31A,NM_014933,O94979,SC31A_HUMAN,,,,TRUE
SEC61A1,NM_013336,P61619,S61A1_HUMAN,,,,TRUE
SEC62,NM_003262,Q99442,SEC62_HUMAN,,,,TRUE
SEC63,NM_007214,Q9UGP8,SEC63_HUMAN,,,,TRUE
SEL1L,NM_001244984,Q9UBV2-2,SE1L1_HUMAN,,,,TRUE
SELI,NM_033505,Q9C0D9,EPT1_HUMAN,,,,TRUE
SELS,NM_018445,Q9BQE4,SELS_HUMAN,,,,TRUE
SENP3,NM_015670,Q9H4L4,SENP3_HUMAN,,,TRUE,
SEPHS1,NM_012247,P49903,SPS1_HUMAN,,,TRUE,
SEPN1,NM_020451,Q9NZV5,SELN_HUMAN,,,,TRUE
SEPX1,NM_016332,Q9NZV6,MSRB1_HUMAN,,,TRUE,
SERINC1,NM_020755,Q9NRX5,SERC1_HUMAN,,,,TRUE
SERINC3,NM_006811,Q13530,SERC3_HUMAN,,,,TRUE
SERPINE1,NM_000602,P05121,PAI1_HUMAN,,,,TRUE
SERPINE2,NM_006216,P07093,GDN_HUMAN,,,,TRUE
SERPINH1,NM_001207014,P50454,SERPH_HUMAN,,,,TRUE
SETX,NM_015046,Q7Z333,SETX_HUMAN,,,,TRUE
SF3B1,NM_012098,O75533,SF3B1_HUMAN,,,,TRUE
SF3B3,NM_012426,Q15393,SF3B3_HUMAN,,,,TRUE
SFPQ,NM_005066,P23246,SFPQ_HUMAN,,,,TRUE
SFRS18,NM_015491,Q8TF01,PNISR_HUMAN,,TRUE,,
SFRS2B,NM_032102,Q9BRL6,SRSF8_HUMAN,,,TRUE,
SFRS2IP,NM_004719,Q99590,SCAFB_HUMAN,,,,TRUE
SFXN1,NM_022754,Q9H9B4,SFXN1_HUMAN,,,TRUE,
SGCE,NM_003919,O43556,SGCE_HUMAN,,,,TRUE
SGMS2,NM_152621,Q8NHU3,SMS2_HUMAN,,TRUE,,
SGMS2,NM_152622,Q8NHU3,SMS2_HUMAN,,,,TRUE
SGOL2,NM_152524,Q562F6,SGO2_HUMAN,,,,TRUE
SHARPIN,NM_001099282,Q9H0F6,SHRPN_HUMAN,,,TRUE,
SHOX2,NM_006884,O60902,SHOX2_HUMAN,,,TRUE,
SIAE,NM_005035,Q9HAT2,SIAE_HUMAN,,,,TRUE
SIDT2,NM_001040455,Q8NBJ9,SIDT2_HUMAN,,,,TRUE
SIGMAR1,NM_005866,Q99720,SGMR1_HUMAN,,,,TRUE
SIPA1,NM_006747,Q96FS4,SIPA1_HUMAN,,,TRUE,
SIX4,NM_017420,Q9UIU6,SIX4_HUMAN,TRUE,,,
SKIV2L2,NM_015360,P42285,SK2L2_HUMAN,,,,TRUE
SKP1,NM_006930,P63208-2,SKP1_HUMAN,,,TRUE,
SKP2,NM_032637,Q13309-2,SKP2_HUMAN,TRUE,,TRUE,
SLC10A4,NM_152679,Q96EP9,NTCP4_HUMAN,,,,TRUE
SLC12A2,NM_000339,P55011,S12A2_HUMAN,,,,TRUE
SLC15A4,NM_145648,Q8N697,S15A4_HUMAN,,,,TRUE
SLC16A1,NM_006517,P53985,MOT1_HUMAN,,,,TRUE
SLC16A3,NM_020992,O15427,MOT4_HUMAN,,,,TRUE
SLC19A1,NM_005415,P41440,S19A1_HUMAN,,,,TRUE
SLC1A1,NM_004170,P43005,EAA3_HUMAN,,,,TRUE
SLC1A3,NM_004172,P43003,EAA1_HUMAN,,,,TRUE
SLC20A1,NM_005415,Q8WUM9,S20A1_HUMAN,,,,TRUE
SLC22A18,NM_002555,Q96BI1,S22AI_HUMAN,,,,TRUE
SLC25A1,NM_005630,P53007,TXTP_HUMAN,,,TRUE,
SLC25A13,NM_014251,Q9UJS0,CMC2_HUMAN,,,TRUE,
SLC25A19,NM_021734,Q9HC21,TPC_HUMAN,,,TRUE,
SLC25A28,NM_031212,Q96A46,MFRN2_HUMAN,,,TRUE,
SLC25A33,NM_032315,Q9BSK2,S2533_HUMAN,,,TRUE,
SLC25A46,NM_138773,Q96AG3,S2546_HUMAN,,,TRUE,
SLC27A2,NM_006845,O14975,S27A2_HUMAN,,,,TRUE
SLC29A1,NM_174922,Q99808,S29A1_HUMAN,,,,TRUE
SLC2A1,NM_006516,P11166,GTR1_HUMAN,,TRUE,,TRUE
SLC2A14,NM_153449,Q8TDB8,GTR14_HUMAN,,TRUE,,
SLC2A3,NM_006931,P11169,GTR3_HUMAN,,TRUE,,TRUE
SLC2A3P1,NG_008263,,,TRUE,,,
SLC30A1,NM_021194,Q9Y6M5,ZNT1_HUMAN,,,,TRUE
SLC30A5,NM_022903,Q8TAD4,ZNT5_HUMAN,,,,TRUE
SLC31A1,NM_001859,O15431,COPT1_HUMAN,,,,TRUE
SLC35A2,NM_005660,P78381,S35A2_HUMAN,,,,TRUE
SLC35A3,NM_080546,Q9Y2D2,S35A3_HUMAN,,,,TRUE
SLC35B2,NM_178148,Q8TB61,S35B2_HUMAN,,,,TRUE
SLC35D1,NM_015139,Q9NTN3,S35D1_HUMAN,TRUE,,,
SLC35D2,NM_007001,Q76EJ3,S35D2_HUMAN,,,,TRUE
SLC35E1,NM_024881,Q96K37,S35E1_HUMAN,,,,TRUE
SLC35F2,NM_017515,Q8IXU6,S35F2_HUMAN,,,,TRUE
SLC37A3,NM_032295,Q8NCC5-3,SPX3_HUMAN,,,,TRUE
SLC38A1,NM_030674,Q9H2H9,S38A1_HUMAN,,,,TRUE
SLC38A2,NM_018976,Q96QD8,S38A2_HUMAN,,,,TRUE
SLC38A5,NM_033518,Q8WUX1,S38A5_HUMAN,,,,TRUE
SLC39A10,NM_001167882,Q9ULF5,S39AA_HUMAN,,,,TRUE
SLC39A14,NM_001128431,Q15043,S39AE_HUMAN,,,,TRUE
SLC39A6,NM_012198,Q13433,S39A6_HUMAN,,,,TRUE
SLC39A8,NM_022154,Q9C0K1,S39A8_HUMAN,,,,TRUE
SLC39A9,NM_018375,Q9NUM3,S39A9_HUMAN,,,,TRUE
SLC3A2,NM_002394,P08195,4F2_HUMAN,,,,TRUE
SLC41A3,NM_017836,Q96GZ6,S41A3_HUMAN,,,,TRUE
SLC43A3,NM_017611,Q8NBI5,S43A3_HUMAN,,,,TRUE
SLC44A1,NM_080546,Q8WWI5,CTL1_HUMAN,,,,TRUE
SLC44A2,NM_001145056,Q8IWA5-3,CTL2_HUMAN,,,,TRUE
SLC44A3,NM_152369,Q8N4M1-2,CTL3_HUMAN,,,,TRUE
SLC4A7,NM_003615,Q9Y6M7,S4A7_HUMAN,,,,TRUE
SLC6A6,NM_003043,P31641,SC6A6_HUMAN,,TRUE,,TRUE
SLC7A11,NM_014331,Q9UPY5,XCT_HUMAN,,,,TRUE
SLC7A5,NM_003486,Q01650,LAT1_HUMAN,,,,TRUE
SLC9A6,NM_004363,Q92581,SL9A6_HUMAN,,,,TRUE
SLCO4A1,NM_016354,Q96BD0,SO4A1_HUMAN,,,,TRUE
SMAP1,NM_021942,Q8IYB5,SMAP1_HUMAN,,TRUE,,
SMARCA1,NM_003069,P28370,SMCA1_HUMAN,,,,TRUE
SMARCC1,NM_003074,Q92922,SMRC1_HUMAN,,,,TRUE
SMC2,NM_006445,O95347,SMC2_HUMAN,,,,TRUE
SMC3,NM_005445,Q9UQE7,SMC3_HUMAN,,,,TRUE
SMC4,NM_001002800,Q9NTJ3,SMC4_HUMAN,,,,TRUE
SMC5,NM_015110,Q8IY18,SMC5_HUMAN,,,,TRUE
SMU1,NM_018225,Q2TAY7,SMU1_HUMAN,,,,TRUE
SMUG1,NM_014311,Q53HV7,SMUG1_HUMAN,,,TRUE,
SMURF2,NM_022739,Q9HAU4,SMUF2_HUMAN,TRUE,,,
SNAP23,NM_003825,O00161,SNP23_HUMAN,,,TRUE,
SNAP29,NM_004782,O95721,SNP29_HUMAN,TRUE,,,
SNAPC1,NM_003082,Q16533,SNPC1_HUMAN,,TRUE,,
SND1,NM_014390,Q7KZF4,SND1_HUMAN,,,,TRUE
SNF8,NM_007241,Q96H20,SNF8_HUMAN,,,TRUE,
SNHG12,NR_024127,Q9BXW3,SNH12_HUMAN,,,,TRUE
SNHG5,NR_003038,,,,,,TRUE
SNHG6,NR_002599,,,,,,TRUE
SNN,NM_003498,O75324,SNN_HUMAN,TRUE,,,
SNORA28,AJ609462,,,,TRUE,,
SNRNP200,NM_014014,O75643,U520_HUMAN,,,,TRUE
SNRPA1,NM_003090,P09661,RU2A_HUMAN,,,TRUE,
SNW1,NM_012245,Q13573,SNW1_HUMAN,,,,TRUE
SNX14,NM_020468,Q9Y5W7-2,SNX14_HUMAN,,,,TRUE
SNX4,NM_003795,O95219,SNX4_HUMAN,,,TRUE,
SNX7,NM_152238,Q9UNH6,SNX7_HUMAN,,,TRUE,
SNX8,NM_013321,Q9Y5X2,SNX8_HUMAN,,,TRUE,
SOAT1,NM_003101,P35610,SOAT1_HUMAN,,,,TRUE
SON,NM_032195,P18583,SON_HUMAN,,,,TRUE
SORL1,NM_003105,Q92673,SORL_HUMAN,,,,TRUE
SORT1,NM_005978,Q99523,SORT_HUMAN,,,,TRUE
SPATA2,NM_014784,Q9UM82,SPAT2_HUMAN,TRUE,,,
SPC24,NM_182513,Q8NBT2,SPC24_HUMAN,,,TRUE,
SPCS2,NM_014752,Q15005,SPCS2_HUMAN,,,,TRUE
SPCS3,NM_021928,P61009,SPCS3_HUMAN,,,,TRUE
SPG11,NM_025138,Q96JI7,SPTCS_HUMAN,,,,TRUE
SPINT1,NM_181642,O43278,SPIT1_HUMAN,,,,TRUE
SPINT2,NM_006556,O43291,SPIT2_HUMAN,,,,TRUE
SPPL2A,NM_032802,Q8TCT8,SPP2A_HUMAN,,,,TRUE
SPSB2,NM_181672,Q99619,SPSB2_HUMAN,,,TRUE,
SPTAN1,NM_001725,Q13813,SPTN1_HUMAN,,,,TRUE
SPTBN1,NM_003128,Q01082,SPTB2_HUMAN,,,,TRUE
SPTLC1,NM_006415,O15269,SPTC1_HUMAN,,,,TRUE
SPTLC2,NM_004863,O15270,SPTC2_HUMAN,,,,TRUE
SR140,NM_001080415,O15042,SR140_HUMAN,,TRUE,,
SRD5A3,NM_024592,Q9H8P0,PORED_HUMAN,,,,TRUE
SRF,NM_003131,P11831,SRF_HUMAN,,TRUE,,
SRM,NM_003132,P19623,SPEE_HUMAN,,,TRUE,
SRPR,NM_003140,P08240,SRPRA_HUMAN,,,,TRUE
SRPRB,NM_021203,Q9Y5M8,SRPRB_HUMAN,,,,TRUE
SRPX,NM_032120,P78539,SRPX_HUMAN,,,,TRUE
SRRM2,NM_016333,Q9UQ35,SRRM2_HUMAN,,,,TRUE
SSR1,NM_003144,P43307,SSRA_HUMAN,,,,TRUE
SSR2,NM_003145,P43308,SSRB_HUMAN,,,,TRUE
SSR3,NM_007107,Q9UNL2,SSRG_HUMAN,,,,TRUE
SSR4,NM_006280,P51571,SSRD_HUMAN,,,,TRUE
ST7,NM_018412,Q9NRC1-2,ST7_HUMAN,,,,TRUE
STBD1,NM_003943,O95210,STBD1_HUMAN,,,,TRUE
STC2,NM_003714,O76061,STC2_HUMAN,,TRUE,,TRUE
STEAP1,NM_012449,Q9UHE8,STEA1_HUMAN,,,,TRUE
STEAP3,NM_182915,Q658P3-2,STEA3_HUMAN,,,,TRUE
STIM2,NM_020861,Q9P246,STIM2_HUMAN,,,,TRUE
STK11,NM_000455,Q15831,STK11_HUMAN,,,TRUE,
STOM,NM_198194,P27105-2,STOM_HUMAN,,,,TRUE
STRBP,NM_018387,Q96SI9,STRBP_HUMAN,TRUE,,,
STT3A,NM_152713,P46977,STT3A_HUMAN,,,,TRUE
STT3B,NM_178862,Q8TCJ2,STT3B_HUMAN,,,,TRUE
STUB1,NM_005861,Q9UNE7,CHIP_HUMAN,,,TRUE,
SUB1,NM_006713,P53999,TCP4_HUMAN,,,TRUE,
SULT1A1,NM_001055,P50225,ST1A1_HUMAN,,,TRUE,
SULT1A3,NM_177552,P0DMM9,ST1A3_HUMAN,,,TRUE,
SUMF2,NM_015411,Q8NBJ7,SUMF2_HUMAN,,,,TRUE
SUPT16H,NM_007192,Q9Y5B9,SP16H_HUMAN,,,,TRUE
SURF4,NM_033161,O15260,SURF4_HUMAN,,,,TRUE
SUSD2,NM_019601,Q9UGT4,SUSD2_HUMAN,,,,TRUE
SUV39H2,NM_024670,Q9H5I1-2,SUV92_HUMAN,TRUE,,,
SYK,NM_003177,P43405,KSYK_HUMAN,,,TRUE,
SYNE2,NM_015180,Q8WXH0,SYNE2_HUMAN,,,,TRUE
SYNGAP1,NM_152735,Q96PV0,SYGP1_HUMAN,TRUE,,,
SYNGR2,NM_004710,O43760,SNG2_HUMAN,,,,TRUE
SYNJ2,NM_006023,O15056,SYNJ2_HUMAN,,,,TRUE
SYPL1,NM_006754,Q16563,SYPL1_HUMAN,,,,TRUE
SYS1,NM_130896,Q8N2H4,SYS1_HUMAN,,,,TRUE
SYT1,NM_000060,P21579,SYT1_HUMAN,,,,TRUE
SYTL1,NM_032873,Q8IYJ3,SYTL1_HUMAN,,,TRUE,
TAF11,NM_001135218,Q15544,TAF11_HUMAN,,,TRUE,
TAF6,NM_005641,P49848,TAF6_HUMAN,,,TRUE,
TAP1,NM_000593,Q03518,TAP1_HUMAN,,,,TRUE
TAPBP,NM_003190,O15533,TPSN_HUMAN,,,,TRUE
TATDN3,NM_001846,Q17R31,TATD3_HUMAN,,,TRUE,
TBC1D15,NM_022771,Q8TC07,TBC15_HUMAN,,,,TRUE
TBC1D8B,NM_017752,Q0IIM8,TBC8B_HUMAN,,,,TRUE
TBCCD1,NM_001134415,Q9NVR7,TBCC1_HUMAN,,,TRUE,
TBL2,NM_012453,Q9Y4P3,TBL2_HUMAN,,,,TRUE
TCEA2,NM_003195,Q15560,TCEA2_HUMAN,,,TRUE,
TCERG1,NM_014599,O14776,TCRG1_HUMAN,,TRUE,,TRUE
TCF19,NM_005650,Q9Y242,TCF19_HUMAN,,,TRUE,
TCTEX1D2,NM_152773,Q8WW35,TC1D2_HUMAN,,,TRUE,
TESC,NM_017899,Q96BS2,CHP3_HUMAN,,,TRUE,
TFPI,NM_001032281,P10646-2,TFPI1_HUMAN,,,,TRUE
TFRC,NM_003235,P02786,TFR1_HUMAN,TRUE,,,
TGFA,NM_000660,P01135,TGFA_HUMAN,,,,TRUE
