Protein.IDs,Gene.name,Uniprot,Median.Ratio.C.N
IPI00012202;IPI00647794;IPI00908660;IPI00909184,HKMT1069;MEP50;Nbla10071;WDR77;RP11-552M11.3-004,Q9BQA1;Q5QNY9;B4DP38,2.46561
IPI00018813;IPI00743825,COPS2;CSN2;TRIP15,P61201-2;P61201;Q59EL2;P61201-1;B2R6N0;B4DIH5;Q53HJ0,2.46268
IPI00166749;IPI00939351;IPI00908803;IPI00442912,INPP5E;KIAA0123;MPPA;PMPCA;hCG_1780842;RP11-413M3.1-001,Q10713;Q5SXM9;Q9BT52;B4DKL3,2.4622
IPI00413324;IPI00478208;IPI00644171;IPI00394699;IPI00642149;IPI00878444;IPI00874214;IPI00455067;IPI00844321,RPL17,P18621;B4E3C2;A8MU02;B5ME31,2.45669
IPI00297261,PTP1B;PTPN1;hCG_37134,P18031;A8K3M3;B4DSN5,2.45129
IPI00016669;IPI00947020;IPI00945139,RHEB;RHEB2,Q15382;A8K005;Q6NZ61;C9J931,2.44332
IPI00166010;IPI00880052;IPI00642900;IPI00410157;IPI00032299,AD-005;CDC39;CNOT1;KIAA1007;NOT1,A5YKK6-1;A5YKK6;A5YKK6-2;B3KPW6;B3KS60;B4DYL7;B7Z6X2;A5YKK6-3;A5YKK6-4;B4DTM8,2.43591
IPI00900260;IPI00449906;IPI00641543;IPI00945115;IPI00449909;IPI00449908;IPI00449907;IPI00900378;IPI00945027;IPI00947263;IPI00945304;IPI00790992;IPI00945799;IPI00922898,ARHGEF7;COOL1;KIAA0142;Nbla10314;P85SPR;PAK3BP;PIXB;RP11-494P5.1-001,Q14155-5;Q14155;B7Z6G2;B1ALK7;Q14155-1;Q5ZEZ2;Q14155-4;Q14155-3;Q14155-2;Q14155-6;B7Z344,2.43558
IPI00642816;IPI00216125;IPI00419797,SRP9;hCG_1781062;hCG_1984300;DKFZp564M2223,P49458;A8K0N0;Q8WVW9;Q6NVX0;Q8WTW0;Q659G3;Q6P2S0,2.43357
IPI00032533,WDR18,Q9BV38,2.4321
IPI00020672;IPI00645171,DPP3;DKFZp686O1117,Q9NY33-1;Q9NY33;B4DLX4;B4E357;Q53GT4;Q53HL4;Q5JPB8,2.43082
IPI00031836;IPI00877819;IPI00877958;IPI00878191;IPI00878823,DRG1;NEDD3;DKFZp434N1827,Q9Y295;Q9UFA5,2.42931
IPI00017763;IPI00941463;IPI00789437;IPI00798071;IPI00788840;IPI00790016,NAP1L4;NAP1L4b;NAP2,A8CGI3;A8MZ22;B2R6J4;B4DS05;B7ZAC7;B7ZAK9;B7ZB83;Q99733;C9JZI7;A8MXH2;C9J6D1,2.42221
IPI00007694;IPI00412156;IPI00943255;IPI00921280,PME1;PP2593;PPME1;PRO0750,Q9Y570-1;Q9Y570;Q9Y570-2,2.42096
IPI00382470;IPI00784295;IPI00604607;IPI00031523;IPI00910046;IPI00555799;IPI00555957,HSP90A;HSP90AA1;HSPC1;HSPCA,P07900-2;P07900;Q86SX1;P07900-1;Q2VPJ6;Q86U12;Q8TBA7;O75322;Q96HX7,2.41533
IPI00215974;IPI00909359;IPI00435964,QTRT1;TGT;TGUT,Q9BXR0;B2RAR3,2.40866
IPI00644127;IPI00910980;IPI00903065;IPI00514082;IPI00514385;IPI00644832,IARS;DKFZp686L17145;DKFZp686L0869;RP11-62C3.1-003,P41252;B4DVX2;Q7L4K8;Q7Z355;Q7Z3U5;Q9P1N9;Q5TCC4;Q6P0M4,2.40467
IPI00553131;IPI00030229;IPI00644339;IPI00644364;IPI00641123;IPI00515014,GALE;RP5-886K2.6-015;RP5-886K2.6-007;RP5-886K2.6-005;RP5-886K2.6-008,Q14376;B3KQ39;Q38G75;Q5QPP4;Q5QPP3;Q5QPP2;Q5QPP1,2.40061
IPI00003881,HNRNPF;HNRPF;OK/SW-cl.23,P52597;B4DKS8;Q8NI96,2.39737
IPI00178440;IPI00164838;IPI00927696;IPI00927920;IPI00926585,EEF1B;EEF1B2;EF1B;hCG_19809;LOC392793;tcag7.1190,P24534;A4D1M6,2.39536
IPI00008575;IPI00479209;IPI00385834;IPI00082310,KHDRBS1;SAM68;hCG_41606,Q07666-1;Q07666;B2R7B5;B4DDX2;B4E043;Q07666-2;Q07666-3,2.39445
IPI00018140;IPI00402183;IPI00930205;IPI00402182;IPI00402184;IPI00402185,HNRPQ;NSAP1;SYNCRIP;RP1-3J17.2-003;hCG_401112,O60506-1;O60506;B2R8Z8;O60506-3;Q59GL1;O60506-2;O60506-4;Q05CK9;Q5TCG1;O60506-5;B7Z213;B7Z645,2.39365
IPI00003519;IPI00917777;IPI00903143,EFTUD2;KIAA0031;SNRP116;U5-116KD,Q15029;A8KAP3;B3KX19;B4DMC0;Q6IBM8;B4DK30;B4DZB1;Q8IXJ3;B3KWY2,2.38704
IPI00169383;IPI00916818;IPI00909158;IPI00396468,MIG10;OK/SW-cl.110;PGK1;PGKA;hCG_20034,P00558;A8K4W6;B7Z7A9;B4DHM5;B4E1H9;B4DHB3,2.38501
IPI00002966;IPI00031022,APG2;HSPA4;HS24/p52;HS24/P52,P34932;B0AZS1;B0AZT0;B0AZU6;B4DH02;B4DIZ3;B4DN48;B4DSE8;B4DT47;B4DUS3;B4E0H6;B4E354;O14992;Q59GF8;Q7KYN0,2.37791
IPI00001757;IPI00216659,HSPC114;MDS014;RBM8;RBM8A,Q9Y5S9-1;Q9Y5S9;Q9Y5S9-2,2.37688
IPI00003217;IPI00514549;IPI00908513,PSMB7;Z;RP11-101K10.7-003;hCG_29221,Q99436;B2RAQ9;Q6IBT1;Q86U62;Q5TBG5;B4E0P1,2.37086
IPI00014053;IPI00376117;IPI00847576,C19orf1;PEREC1;TOM40;TOMM40,O96008-1;O96008;O96008-2,2.37014
IPI00304596;IPI00922367;IPI00645010;IPI00644848;IPI00645966;IPI00847558;IPI00646520;IPI00647641,NONO;NRB54,Q15233;A8K525;B7Z4C2;C9JYS8;C9JRA5,2.36189
IPI00007928,PRPC8;PRPF8,Q6P2Q9;B4DK16;Q53GM6;Q6JH02;Q6JH03,2.35589
IPI00298935;IPI00749486;IPI00748132,C5orf7;JHDM2B;JMJD1B;KDM3B;KIAA1082,Q7LBC6-1;Q7LBC6;A4FUT8;Q7LBC6-2;B4E2P8;Q7LBC6-3,2.35235
IPI00642984;IPI00218200;IPI00641554;IPI00639976;IPI00646739;IPI00640444,BCAP31;hCG_2004982;BAP31;DXS1357E,B3KQ79;C9J0M4;Q53G72;Q53HT6;P51572;C9JQ75;C9JSP1;C9JMD7,2.34831
IPI00012833,PPP4;PPP4C;PPX,P60510;Q5U086,2.34678
IPI00023556;IPI00908331;IPI00515037;IPI00073512;IPI00646934,HSPC182;PNAS-120;SSU72;RP5-832C2.2-004,Q9NP77-1;Q9NP77;B4DMK6;Q5SV20,2.34453
IPI00022314;IPI00847322;IPI00607577;IPI00911015,SOD2;RP1-56L9.2-003;DKFZp564M2422,P04179;B3KUK2;Q7Z7M4;Q7Z7M7;Q4ZJI1;Q7Z7M5;Q7Z7M6;B4DL20;B4E3K9;Q5TCM0;Q6LE88;Q6LEN1;Q96AM7;Q9UG59,2.34293
IPI00290461;IPI00910728,EIF3J;EIF3S1;PRO0391,O75822;B4DUI3,2.34162
IPI00299000;IPI00794875;IPI00790307;IPI00789039;IPI00796006,EBP1;PA2G4,Q9UQ80;A8K6Y1;Q6PIN5,2.34003
IPI00239406;IPI00239405;IPI00239413;IPI00815967;IPI00239409;IPI00239410;IPI00412276;IPI00239414;IPI00239415,KIAA1011;NUA;SYNE2;DKFZp686M09200;DKFZp686H1931;DKFZp686J1895,Q8WXH0-2;Q8WXH0;Q6MZP0;Q8WXH0-1;Q8WXH0-7;Q68DP1;Q7Z362;Q86YP9,2.33669
IPI00394668;IPI00394665;IPI00760588,ADAR;ADAR1;DSRAD;G1P1;IFI4,P55265-4;P55265;P55265-1;B7Z8Y3;P55265-5;B1AQQ9;Q59EC0,2.33453
IPI00419585;IPI00910407;IPI00925747;IPI00925411;IPI00935462;IPI00937169;IPI00030144;IPI00455871;IPI00743690;IPI00657716;IPI00902819;IPI00937537;IPI00935245;IPI00479480;IPI00879421;IPI00886744;IPI00248321;IPI00938414;IPI00878070;IPI00748376,CYPA;PPIA,P62937;A8K220;A8K486;B2RE56;Q71V99;B4DM82;C9J5S7;C9JQJ3,2.33451
IPI00426640;IPI00738524;IPI00738762,BTF2P44;GTF2H2;GTF2H2C;GTF2H2D,Q13888;B4DKI6;Q86U80;Q6P1K8;B7ZW82,2.33245
IPI00014238;IPI00307092;IPI00445108,KARS;KIAA0070,Q15046-1;Q15046;Q15046-2;Q6ZTI3,2.33146
IPI00031397;IPI00917636;IPI00916819,ACS3;ACSL3;FACL3;LACS3,O95573;B2RBE0;B3KMA6;B3KN05;Q6PIM8,2.32866
IPI00010136;IPI00647506;IPI00010120,CTBP2;RP11-59C5.2-005,P56545-2;P56545;Q5SQP8;Q8IY44;P56545-1;Q1WIS0,2.32758
IPI00015947;IPI00910075;IPI00003848,DNAJ1;DNAJB1;HDJ1;HSPF1;hCG_1776318,P25685;B4DX52;Q6FHS4;Q6FI51,2.32111
IPI00009901;IPI00943759;IPI00943707;IPI00943826,NTF2;NUTF2,P61970,2.31953
IPI00893918;IPI00000873;IPI00908612;IPI00939335;IPI00646425;IPI00893487;IPI00941098;IPI00793323;IPI00893211;IPI00788898;IPI00943279;IPI00893333,DAAP-21F2.2-001;DAMC-117B11.3-001;VARS;G7A;VARS2,B0V043;P26640,2.31309
IPI00017963;IPI00930678;IPI00040897;IPI00742239,SNRPD1;SNRPD2,P62316,2.31269
IPI00023919;IPI00745502;IPI00794839;IPI00896543,PSMC5;SUG1;hCG_41818,P62195;A8K3Z3,2.3122
IPI00013452;IPI00909383,EPRS;GLNS;PARS;PIG32;QARS;QPRS,P07814;B4DP50;Q3KQZ8;B4DKX5,2.30186
IPI00024097;IPI00216425;IPI00922094;IPI00926201;IPI00945105,TES;hCG_39086;tcag7.1;DKFZp586B2022,Q9UGI8-1;Q9UGI8;A4D0U5;B2RDR4;Q53GU1;Q9UGI8-2;A4D0U6;B7Z6L5;Q9Y423,2.29779
IPI00011876;IPI00942294;IPI00903024;IPI00016626;IPI00915917,MTAP;MSAP,B4DUC8;Q6FHP1;Q6FHT1;Q13126;Q05DJ2,2.29295
IPI00003949;IPI00874051;IPI00796342;IPI00376844;IPI00796917,BLU;UBE2N;UBE2NL,P61088;A8MUJ2;Q5JXB2,2.2929
IPI00413108;IPI00553164;IPI00927101;IPI00847766;IPI00793137;IPI00411639;IPI00793905;IPI00798361;IPI00790580;IPI00942587;IPI00745789;IPI00797642;IPI00795137;IPI00871515;IPI00946437;IPI00871717;IPI00879835;IPI00952784;IPI00399077;IPI00868885;REV__IPI00878288;REV__IPI00304926,LAMBR;LAMR1;RPSA;LAMR1P15,P08865;C9J9K3;A6NE09;Q96RS2,2.28873
IPI00165506,HSPC017;PDIP38;POLD4;POLDIP2;DKFZp586F1524,Q9Y2S7;B4DEM9;Q9UG21,2.28677
IPI00003833,HSPC032;MIMP;MTCH2,Q9Y6C9;B4DHQ0;Q53G34,2.28474
IPI00165434;IPI00940874;IPI00514265;IPI00181641,YLPM1;FLJ00353;C14orf170;ZAP3,B4DMQ9;Q86YA8;Q8NF45;P49750-1;P49750;P49750-3;P49750-2,2.28087
IPI00300585;IPI00910376;IPI00009737;IPI00478668,RRAGC;RRAGD,Q9HB90;B4DQ03;B4DQG4;Q9NQL2-1;Q9NQL2;Q9NQL2-2,2.27703
IPI00008351;IPI00871605;IPI00940122;IPI00947501,SELT;UNQ150/PRO176,P62341;B4DTQ5,2.2769
IPI00000494;IPI00640037,MSTP030;RPL5;hCG_2028912,P46777;A2RUM7;B3KTM6;Q59GX9;Q8WYP1;Q9BUV4,2.27535
IPI00030654;IPI00012998;IPI00647126;IPI00910864;IPI00797184,CFIM68;CPSF6,Q16630-2;Q16630;Q16630-1;Q16630-3;C9JGC2;B4DSU9,2.27055
IPI00441867;IPI00642757;IPI00939321;IPI00549815;IPI00922422,HK33;OK/SW-cl.22;PEX19;PXF;RP11-179G5.2-003;hCG_39731,P40855-1;P40855;Q5QNY5;P40855-5;B7Z6I5,2.26674
IPI00828098;IPI00953288;IPI00954050;IPI00217287;IPI00470478;IPI00935146,C17orf27;KIAA1554;RNF213,Q63HN8-1;Q63HN8,2.26559
IPI00385267,SRPR,P08240;B4E0H3;Q6IAX9,2.26344
IPI00068506;IPI00005045;IPI00925351,ABCF2;hCG_1643314;HUSSY-18,Q75MJ1;Q9UG63;Q75MJ0;C9JHK9;C9JZV3,2.26065
IPI00012491,GUC2C;GUCY2C;STAR,P25092;B2RMY6,2.25536
IPI00787827;IPI00908889;IPI00552829;IPI00552238;IPI00553109;IPI00470936;IPI00641550,KIAA1104;MP1;PITRM1,Q5JRX3-2;Q5JRX3;B4E0J8,2.25399
IPI00028888;IPI00220684,AUF1;HNRNPD;HNRPD,Q14103-1;Q14103;Q14103-3,2.25372
IPI00001661;IPI00787306;IPI00747309;IPI00925791;IPI00926548;IPI00925317;IPI00927389;IPI00925570,RCC1;CHC1;hCG_27809;RP4-669K10.2-001,Q16269;Q6NT97;C9JW69;P18754;Q5T081;C9JQZ4;C9J3R0;C9JMJ4;C9JRH2;C9JHB4,2.24339
IPI00300371;IPI00828110;IPI00179138,KIAA0017;SAP130;SF3B3,Q15393-1;Q15393;A8K6V3;B3KM77;B3KQH1,2.23858
IPI00290566;IPI00550591,CCT1;CCTA;TCP1,P17987,2.2369
IPI00011528;IPI00644499;IPI00789964,CSTF1;hCG_39097;RP5-1167H4.1-001,Q05048;B4DDG3;Q5QPD8,2.23634
IPI00019407;IPI00646262,H105E3;NSDHL,Q15738;C9JDR0,2.23561
IPI00165230;IPI00335930,DAZAP1,Q96EP5-1;Q96EP5;B3KS63;Q96EP5-2,2.23002
IPI00013415;IPI00478287;IPI00893703;IPI00798077;IPI00796554;IPI00942012,RPS7;hCG_1784266,P62081;Q57Z92;B5MCP9,2.22717
IPI00007814;IPI00873237;IPI00789054;IPI00719217;IPI00302644,ATP6C;ATP6D;ATP6V1C1;VATC,P21283;A8MQ60;B7Z593,2.21727
IPI00871903;IPI00002624;IPI00382756,PLRG1,A8MW61;O43660-1;O43660;O43660-2,2.21498
IPI00171390;IPI00896537,PRPF38A,Q8NAV1-1;Q8NAV1,2.20994
IPI00295081;IPI00299830;IPI00888531;IPI00789213,TUBG;TUBG1;TUBG2,P23258;Q9NRH3,2.20881
IPI00427330;IPI00926999;IPI00925603;IPI00926792;IPI00647254,CGI-97;SBDS,Q9Y3A5,2.20684
IPI00297779;IPI00791487,99D8.1;CCT2;CCTB;hCG_24460,P78371;A8K402;B5BTY7;B7Z243;B7Z4R3;B7Z7K4;B7ZAT2;Q9H369,2.20507
IPI00329633;IPI00908949;IPI00910719;IPI00328082;IPI00892711;IPI00412275,TARS,P26639;B2RDX5;B3KTN2;Q5M7Z9;B4DEG8;Q53GX7;B4DKZ9,2.20488
IPI00171903;IPI00383296;IPI00645920,HNRNPM;HNRPM;NAGR1;ORF;DKFZp547H118,P52272-1;P52272;Q59ES8;Q7KYM9;P52272-2;B4DEG4;Q6P2D7;Q8TCM5,2.2047
IPI00220609;IPI00185533;IPI00646212,SEC13L;SEH1;SEH1L,Q96EE3-1;Q96EE3;Q96EE3-2,2.20094
IPI00552756,DC38;MTIF3,Q9H2K0,2.20033
IPI00641384;IPI00031242;IPI00166487;IPI00896436;IPI00219314;IPI00872611;IPI00167711;IPI00384060,KIAA0310;SEC16;SEC16A;SEC16L;RP11-413M3.10-003,O15027-1;O15027;A0PJ75;B9ZVP9;O15027-5;A4QN18;O15027-3;A4QN19;B4DW51;O15027-4;O15027-2;C9JVR0;Q5SXP2;Q9BV84,2.19627
IPI00449049;IPI00953994;IPI00478427;IPI00477173,ADPRT;PARP1;PPOL,P09874;B1ANJ4;B2R5W3;B4E0E1;Q05D33;Q96P95,2.18935
IPI00011274;IPI00845282;IPI00045498,HNRPDL;JKTBP,O14979-1;O14979;B4DGN3;B4DTA2;O14979-2;O14979-3,2.18919
IPI00396378;IPI00916517;IPI00414696,HNRNPA2B1;HNRPA2B1,P22626-1;P22626;B8ZZ37;P22626-2,2.18798
IPI00029048;IPI00879002;IPI00386569,KIAA0153;TTLL12;Z82214.4-003,Q14166;B1AH89,2.1824
IPI00021997,CREG;CREG1;UNQ727/PRO1409,O75629;B3KQR3,2.18125
IPI00216951;IPI00917492;IPI00917399;IPI00917783;IPI00917920;IPI00917615,DARS;PIG40;DKFZp781B11202,P14868;Q53R85;Q53T60;Q68CR9,2.17961
IPI00029764;IPI00908449,SAP61;SF3A3,Q12874;A8K566;A8K7V1;B3KY12;Q53HM6;B4DW90,2.17779
IPI00104050,THRAP3;TRAP150,Q9Y2W1;Q05D20;Q6P0P7;Q6PJV4;Q7Z5U1,2.17599
IPI00292354;IPI00926363;IPI00927050;IPI00917561;IPI00927509,HSPC238;RNF181,Q9P0P0;C9J1C6,2.17483
IPI00025091;IPI00748962,RPS11,P62280,2.17187
IPI00006932;IPI00216804;IPI00893216,CGI-59;CGI-74;LUC7L2,Q9Y383-1;Q9Y383;B3KSL5;B7Z4Q3;B7Z500;Q9Y383-2;B3KRR1;B3KSP8,2.17176
IPI00298520;IPI00514053;IPI00915422;IPI00439944,ARCN1;hCG_40220;DKFZp686M09245;COPD,B0YIW6;Q6MZV5;P48444;B0YIW5;B4E1X2,2.17014
IPI00329512;IPI00877103;IPI00844420;IPI00785142;IPI00027285;IPI00220360;IPI00395674;IPI00384173;IPI00793157,COD;SNRPB;SNRPB1;hCG_2039421;HCERN3;SMN;SNRPN,P14678-3;P14678;A8MT02;Q15182;B3KVR1;Q53HE7;P14678-1;B4DVS0;Q5XPV6;P63162;Q6LBS1;Q9UKR4;P14678-2;B4DVD6;Q66K91;Q9UIS4,2.16732
IPI00027626;IPI00552590,CCT6;CCT6A;CCTZ,P40227;A1JUI8;B2R9K8;B4DPJ8;Q59ET3;A6NCD2;B4DN39,2.16579
IPI00012268;IPI00926258;IPI00926410;IPI00384420;IPI00795529;IPI00796340;IPI00925437;IPI00793022;IPI00925595;IPI00794915;IPI00794424,PSMD2;TRAP2;DKFZp564A2282,Q13200;B4DM22;B4DX07;Q53XQ4;Q59EG8;Q9NSM5;B4DXY1,2.1638
IPI00105598;IPI00790498,PSMD11,O00231;B4DTS5;Q53FT5,2.16164
IPI00878669;IPI00010320;IPI00879132;IPI00001830,CBX1;CBX;hCG_2000655,B5MD17;P83916;Q6IBN6,2.14914
IPI00299571;IPI00644989,PDIA6;TXNDC7;hCG_22033;P5,Q15084-2;Q15084;B3KY95;B5MBW7;B7Z4M8;Q15084-1;B7Z254;Q53RC7,2.14726
IPI00219871;IPI00924467;IPI00924875;IPI00924695,LSM8;NAA38;hCG_14869;tcag7.58,O95777;A4D0W0;C9JNV3;C9JIZ0,2.14592
IPI00478128;IPI00410330;IPI00444526;IPI00892985;IPI00892770;IPI00892992;IPI00892840;IPI00892710;IPI00940029;IPI00953452,GATAD2A,B4E0Q6;B5MC40;Q86YP4-1;Q86YP4;Q86YP4-2;C9J418;C9JJK9;C9JHD7;C9JGN4;C9JMI3;C9JVY3,2.1231
IPI00796934;IPI00419919;IPI00019208;IPI00173589;IPI00792866;IPI00792336;IPI00052885;IPI00798109;IPI00945894,RPL29;RP11-632C17__A.1-001,A8K0H3;P47914;Q5T1D1;Q6IPI1,2.12134
IPI00719752;IPI00396370;IPI00893301,EIF3B;EIF3S9;hCG_1998988;tcag7.544,P55884-2;P55884;P55884-1;A4D210;B4DV79;B4DXN6;Q86UM1;Q96G38,2.11878
IPI00290204;IPI00219483;IPI00219484;IPI00219485,RNPU1Z;RPU1;SNRNP70;SNRP70;U1AP1;DKFZp434N041,P08621-1;P08621;A8KAQ5;P08621-2;B3KPV0;Q9UFS1;P08621-3,2.11694
IPI00215928;IPI00029225,CALT;CEN2;CETN2,P41208,2.11274
IPI00021435;IPI00927053;IPI00879409,MSS1;PSMC2,P35998;A4D0Q1;B7Z571;B7Z5E2;Q3LIA5;Q75L23,2.1034
IPI00174390;IPI00886797,PDE12,Q6L8Q7-1;Q6L8Q7;Q6L8Q7-2,2.10164
IPI00465233;IPI00745266;IPI00910633;IPI00879876;IPI00910422;IPI00877935;IPI00878425;IPI00877598;IPI00787469;IPI00878298,AL022311.1-001;EIF3EIP;EIF3L;EIF3S6IP;HSPC021;HSPC025;MSTP005;AL022311.1-002;hCG_41840,B0QY89;B3KPB9;Q9Y262;B4DQF6;B4DYB2;B0QY90;B3KNG0;Q7Z5X3;Q8N7H0,2.09959
IPI00410693;IPI00470497,CGI-55;PAIRBP1;SERBP1;DKFZp686P17171,Q8NC51-1;Q8NC51;Q8NC51-2;Q63HR1,2.09462
IPI00646500;IPI00647667;IPI00013939;IPI00646957;IPI00642145,REPA2;RPA2;RPA32;RPA34;RP4-547C9.3-003;RP4-547C9.3-005,P15927-3;P15927;P15927-2;B2R7E8;P15927-1;B4DQD9;B4DUL2;Q5TEJ7;B4DL94;Q5TEJ0,2.08883
IPI00152377;IPI00791132;IPI00926152;IPI00795560;IPI00927424,SIMP;STT3B,Q8TCJ2,2.08574
IPI00024664;IPI00375145;IPI00946465,ISOT;USP5,P45974-1;P45974;P45974-2,2.08225
IPI00302927;IPI00921414;IPI00893358,CCT4;CCTD;SRB,P50991;A8K3C3;B5MCQ1;B7Z2F4;B7Z2Z8;B7Z8B1;B7Z9L0,2.08121
IPI00301364;IPI00172421;IPI00788011;IPI00719311,EMC19;OCP2;SKP1;SKP1A;TCEB1L,P63208-1;P63208;P63208-2,2.07869
IPI00012074;IPI00941649;IPI00856038;IPI00910614,HNRNPR;HNRPR;hCG_38907;DKFZp686O0665,O43390-1;O43390;B2R7W4;B4DMB1;B4DT28;Q2L7G6;B4DMD1;Q0VGD6;Q7Z334,2.07605
IPI00010154;IPI00910113;IPI00878124,GDI1;GDIL;OPHN2;RABGDIA;XAP4,P31150;B4DH24;B4E070;B4DHX4,2.07306
IPI00007673;IPI00401259;IPI00009466,AAG10;C7orf17;CHCHD2;C9orf49;CHCHD9,Q9Y6H1;Q5T1J5,2.06976
IPI00555744;IPI00925323;IPI00815843,RPL14,P50914;A8K3Q9;A8K7N0;Q6IPH7;B7Z6S8;A0PJ62,2.05382
IPI00937615;IPI00000875;IPI00909534;IPI00908389;IPI00910941,EEF1G;EF1G;PRO1608;hCG_2039458,P26641;Q2F838;Q2F840;Q53YD7;B4DTG2,2.0507
IPI00026230;IPI00940955;IPI00923539,FTP3;HNRNPH2;HNRPH2,P55795;A1L400;B4DFK9;B4DP00,2.04599
IPI00783872;IPI00873926;IPI00910763,CAPRIN1;GPIAP1;GPIP137;M11S1,Q14444-1;Q14444;B3KXU8;Q14444-2;B4DSF8,2.0454
IPI00029601;IPI00062884;IPI00746806;IPI00791680;IPI00792087,CTTN;EMS1;hCG_23463,Q14247;Q53HG7;Q76MU0;B3KRK4;Q96H99;B4E358;Q8N707,2.04523
IPI00215637;IPI00910433;IPI00909544;IPI00646152;IPI00909282;IPI00647597;IPI00071483;IPI00953956;IPI00456933;IPI00954025,DBX;DDX3;DDX3X;hCG_19318;RP1-169I5.3-001,O00571;A8K538;B4E3E8;B5BTY4;Q59GX6;Q5S4N1;B4DLU5,2.04387
IPI00940000;IPI00889541;IPI00651653;IPI00651677;IPI00947363;IPI00952778;IPI00879638,DDX17;RP3-434P1.4-009;RP3-434P1.4-005,Q59F66;Q92841-4;Q92841;Q92841-3;Q92841-2;B1AHM1;C9J5E1;Q92841-1;C9JMU5;B1AHM2;B4DZQ7,2.04111
IPI00025815;IPI00639819;IPI00910355;IPI00844544;IPI00647470;IPI00868796,TARDBP;TDP43;RP4-635E18.2-003,Q13148;A4GUK4;A4GUK5;B2R629;B4DRW3;Q53H27;B1AKP7;B4DJ45,2.04038
IPI00395939;IPI00334907;IPI00952566;IPI00878839;IPI00879061,PITPNB;hCG_41089;RP3-353E16.2-003;RP3-353E16.2-006,P48739-2;P48739;B3KVT6;B7Z7Q0;P48739-1;B2R7P6;C9JW90;B3KYB6;B3KYB7;C9J4V2,2.03823
IPI00186290;IPI00909570;IPI00440662,EEF2;EF2,P13639;B4DMC6;B4DRE8;Q6PK56;Q8TA90;B4DPU3,2.02743
IPI00020042;IPI00738042;IPI00216770,MIP224;PSMC4;TBP7;hCG_43346,P43686-1;P43686;A8K2M0;P43686-2,2.02232
IPI00784366;IPI00784156;IPI00790702;IPI00909735,ADTB2;AP2B1;CLAPB1;DKFZp781K0743;hCG_1992160,P63010-2;P63010;A8K0G3;A8K916;B4DWG4;B4E261;Q68DI0;Q96EL6;P63010-1;Q7Z451,2.01974
IPI00005102;IPI00642393;IPI00643452;IPI00909795,SMS,P52788-1;P52788;P52788-2;C9JVF5;B4DE40,2.01713
IPI00644712;IPI00889791;IPI00893062;IPI00893179;IPI00879136;IPI00909441;IPI00216710;IPI00418178,G22P1;XRCC6;CTA-216E10.7-002;hCG_2013151;CTA-216E10.7-005;CTA-216E10.7-004,P12956;B2RDN9;B1AHC8;B1AHC9;B4DE32;B4E356;Q6IC76;B1AHC7,2.01675
IPI00140420;IPI00910438;IPI00945024,SND1;TDRD11,Q7KZF4;B2R5U1;B3KU67;Q59FF0;B4E299;Q86UF7,2.01605
IPI00027442;IPI00910701;IPI00552860,AARS,P49588;B4DR45,2.01502
IPI00924477;IPI00927731;IPI00014481;IPI00924705;IPI00925243,AAMP;hCG_16292,C9JG97;C9JEH3;Q13685;Q59EM1;C9JTS3,2.01463
IPI00217030;IPI00646114;IPI00478986;IPI00945801;IPI00877922,CCG2;RPS4;RPS4X;SCAR;hCG_18634,P62701;B2R491;Q53HV1;Q96IR1,2.0097
IPI00013485;IPI00165486;IPI00943304;IPI00940323;IPI00871956;IPI00479366;IPI00386445;IPI00878297;IPI00878284;IPI00798353;IPI00479281;IPI00017346,RPS2;RPS4;LOC392781;tcag7.979;rps2;OK/KNS-cl.6;hCG_1990006;OK/KNS-cl.7,P15880;A4D0Y7;O60249;Q3KQT6;Q6IPX5;Q8J014;Q8N5L9;Q8NI62;Q9BSW5;A6NI39;Q8NI61,2.00959
IPI00008524;IPI00410017;IPI00909378;IPI00796945;IPI00794246;IPI00301154;IPI00556259;IPI00790842;IPI00306870;IPI00796139;IPI00938302,PAB1;PABP1;PABPC1;PABPC2;PABP3;PABPC3;PABPL3;hCG_1774619;RP11-165I9.5-001,P11940-1;P11940;B4DZW4;P11940-2;B4DQX0;B3KT93;Q9H361;Q2VIP3;Q3ZCS4;Q5VX58,2.0087
